id,timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,1778598062173,-0.08860273,-0.40295035,-0.76705694,0.013591751,0.17669277,0.089186326
1,1778598062183,-0.103115775,-0.41630477,-0.78175294,-0.0035124752,0.116675265,-0.057421334
2,1778598062193,-0.19488941,-0.5392997,-0.8326705,-0.0035124752,0.116675265,-0.057421334
3,1778598062203,-0.19488941,-0.5392997,-0.8326705,-0.02397646,0.063988134,-0.048716504
4,1778598062213,-0.20263378,-0.6606483,-0.8113278,-0.09773844,0.06734789,-0.00030543262
5,1778598062223,-0.20263378,-0.6606483,-0.8113278,-0.09773844,0.06734789,-0.00030543262
6,1778598062233,-0.20263378,-0.6606483,-0.8113278,-0.09773844,0.06734789,-0.00030543262
7,1778598062243,-0.2558076,-0.57680196,-0.7090658,-0.048258353,0.088422745,0.080634214
8,1778598062253,-0.22861089,-0.5055783,-0.7418116,0.116980694,0.16661349,0.21105394
9,1778598062263,-0.22861089,-0.5055783,-0.7418116,0.116980694,0.16661349,0.21105394
10,1778598062273,-0.11281146,-0.45697787,-0.8474884,0.060628377,0.15286903,0.24007004
11,1778598062283,-0.06915038,-0.4548436,-0.87925863,0.060628377,0.15286903,0.24007004
12,1778598062293,-0.04268542,-0.47173482,-0.8841369,-0.028405234,0.14126259,0.18570304
13,1778598062303,-0.0646989,-0.49716315,-0.86309916,-0.100334615,0.12965615,0.12782355
14,1778598062313,-0.120738745,-0.52039623,-0.8497447,-0.15653422,-0.00870483,0.07544186
15,1778598062323,-0.18098617,-0.55192244,-0.8479763,-0.15653422,-0.00870483,0.07544186
16,1778598062333,-0.18098617,-0.55192244,-0.8479763,-0.15363261,-0.06352998,0.07452556
17,1778598062343,-0.19263318,-0.5417999,-0.8613918,-0.15470162,-0.07941248,0.06963864
18,1778598062353,-0.19263318,-0.5417999,-0.8613918,-0.17302758,-0.0759,0.049938235
19,1778598062363,-0.18598646,-0.48612595,-0.82937765,-0.17638734,-0.08689558,0.031612277
20,1778598062373,-0.18684018,-0.45289227,-0.81126684,-0.16630806,-0.11133019,0.004886922
21,1778598062383,-0.18842563,-0.4256346,-0.81602323,-0.16600263,-0.14065172,-0.013286319
22,1778598062393,-0.18842563,-0.4256346,-0.81602323,-0.16600263,-0.14065172,-0.013286319
23,1778598062403,-0.18787682,-0.40764573,-0.8303533,-0.17898351,-0.1469131,-0.0720821
24,1778598062413,-0.20409729,-0.39618164,-0.8745022,-0.21319197,-0.14477506,-0.09682214
25,1778598062423,-0.20556077,-0.40447482,-0.86614805,-0.23869559,-0.15714508,-0.12018774
26,1778598062433,-0.20360945,-0.415634,-0.8596233,-0.24083363,-0.18768835,-0.14080444
27,1778598062443,-0.20299964,-0.42831767,-0.86584324,-0.23182335,-0.21945333,-0.16630806
28,1778598062453,-0.20470706,-0.4318545,-0.8872469,-0.22403483,-0.24633141,-0.20295998
29,1778598062463,-0.1923283,-0.43228132,-0.90462595,-0.21029036,-0.257327,-0.23579398
30,1778598062473,-0.1923283,-0.43228132,-0.90462595,-0.21029036,-0.257327,-0.23579398
31,1778598062483,-0.14982581,-0.47033232,-0.99487513,-0.20112738,-0.25977045,-0.32742378
32,1778598062493,-0.15781409,-0.4909433,-1.0142055,-0.25793785,-0.32604933,-0.3678936
33,1778598062503,-0.22263494,-0.51015174,-0.9532263,-0.39095375,-0.4980079,-0.44516805
34,1778598062513,-0.22263494,-0.51015174,-0.9532263,-0.39813143,-0.51144695,-0.45860708
35,1778598062523,-0.29952967,-0.47527164,-0.8857224,-0.36651915,-0.5025894,-0.42424592
36,1778598062533,-0.3091034,-0.4601488,-0.8616357,-0.31673363,-0.5035057,-0.34804046
37,1778598062543,-0.3091034,-0.4601488,-0.8616357,-0.31673363,-0.5035057,-0.34804046
38,1778598062553,-0.23550156,-0.46832004,-0.8052299,-0.19868392,-0.49770245,-0.2322815
39,1778598062563,-0.22952558,-0.47124702,-0.81876725,-0.15653422,-0.45341474,-0.18081611
40,1778598062573,-0.18708408,-0.5149081,-0.84462243,-0.09972375,-0.38331795,-0.1366811
41,1778598062583,-0.15635058,-0.53759235,-0.8362074,-0.07696902,-0.31597003,-0.11728613
42,1778598062593,-0.15635058,-0.53759235,-0.8362074,-0.07696902,-0.31597003,-0.11728613
43,1778598062603,-0.18348631,-0.55777645,-0.84163445,-0.07147124,-0.25137106,-0.11010846
44,1778598062613,-0.23373315,-0.5666794,-0.7796187,-0.049785517,-0.26206118,-0.04153884
45,1778598062623,-0.25367334,-0.5486296,-0.74888515,-0.010995574,-0.24953845,0.013744468
46,1778598062633,-0.2519659,-0.51692045,-0.7399822,0.028863383,-0.22113322,0.07009678
47,1778598062643,-0.24428254,-0.49496788,-0.74455565,0.054061573,-0.17333302,0.09819659
48,1778598062653,-0.24568506,-0.4852722,-0.7554099,0.062308256,-0.129198,0.118966006
49,1778598062663,-0.24568506,-0.4852722,-0.7554099,0.062308256,-0.129198,0.118966006
50,1778598062673,-0.24598998,-0.47313735,-0.7808992,0.044135015,-0.04260785,0.16982053
51,1778598062683,-0.25916147,-0.49124816,-0.7666911,0.015271631,0.021991149,0.19746219
52,1778598062693,-0.26995477,-0.5111884,-0.7490071,0.036651913,0.089186326,0.23044892
53,1778598062703,-0.2766625,-0.54240966,-0.74138474,0.081397794,0.13958271,0.27214047
54,1778598062713,-0.2789797,-0.5527152,-0.7480924,0.1151481,0.16676621,0.3089451
55,1778598062723,-0.27586976,-0.5517395,-0.7660813,0.1572978,0.19883664,0.39828414
56,1778598062733,-0.2593444,-0.5497272,-0.76547146,0.15409076,0.23075435,0.49480084
57,1778598062743,-0.23056222,-0.54369026,-0.76772773,0.15409076,0.23075435,0.49480084
58,1778598062753,-0.2031826,-0.5308846,-0.78559464,0.13209961,0.21471913,0.50579643
59,1778598062763,-0.2031826,-0.5308846,-0.78559464,0.13209961,0.21471913,0.50579643
60,1778598062773,-0.20757309,-0.5111884,-0.8497447,0.040011674,0.2593123,0.47693303
61,1778598062783,-0.20757309,-0.5111884,-0.8497447,-0.012675454,0.26633725,0.45814893
62,1778598062793,-0.245868,-0.49246776,-0.88053924,-0.06872234,0.23900102,0.44318274
63,1778598062803,-0.245868,-0.49246776,-0.88053924,-0.06872234,0.23900102,0.44318274
