id,timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1,1778590329.1383,-1.1670818,0.024405725,1.0970373,2.2168152,-3.2847428,1.7592843
2,1778590329.1995604,-0.90423214,0.13740423,1.0648217,1.9318571,-3.9484026,1.6021577
3,1778590329.2620528,-0.5464442,0.1010397,0.9386441,1.7108147,-4.2381544,1.4231933
4,1778590329.3242636,-0.3802412,-0.055400997,0.613804,2.646117,-4.3196473,1.190433
5,1778590329.386914,-0.12373702,0.12178457,0.3619369,2.0527647,-3.6895435,0.6556703
6,1778590329.4491985,0.09445015,0.2923806,-0.17889395,2.6194854,-3.9659796,0.99708754
7,1778590329.513791,0.63162017,0.22233616,-0.47444725,1.3709954,-2.278068,0.7419567
8,1778590329.5769725,0.72558224,0.5886661,-0.673842,0.18002969,-1.9526298,0.047404267
9,1778590329.6369588,0.7941623,0.4463807,-0.23697957,0.0793622,0.33981937,-0.04474111
10,1778590329.6999037,0.71118283,0.73680884,0.15863721,0.02609898,0.5411543,-0.002130529
11,1778590329.7631266,0.5759751,0.6230781,-0.4412555,-0.27217507,0.55287224,-0.0058589545
12,1778590329.825232,0.41880223,0.2203837,-0.49860895,-1.5994946,1.9904467,0.24820662
13,1778590329.8868098,0.16571487,0.077122085,-0.13105874,-2.4980452,3.0423954,0.096939065
14,1778590329.9491522,-0.16864355,0.037584815,0.9989263,-2.6977823,3.5675707,-0.30679616
15,1778590330.0118694,-0.52496713,0.10665302,0.9789136,-2.2828617,4.657336,-0.69029135
16,1778590330.0741742,-0.42978483,-0.10152781,1.0621371,-2.8224182,3.5691686,-0.004261058
17,1778590330.1368117,-0.65382934,-0.057109397,1.786255,-0.61625546,4.8352356,-0.11132014
18,1778590330.1979222,-1.1863623,-0.026358182,0.9349833,-2.0005667,3.2170987,-1.5696672
19,1778590330.2605696,-1.091668,-0.20476402,0.89861876,-1.28897,4.217382,-1.0567423
20,1778590330.3228104,-1.4518965,-0.20940112,1.0941086,-2.1209416,4.4453487,-1.3997575
21,1778590330.3859522,-1.394055,0.023429496,1.7096211,-0.96299905,3.564375,-0.5070659
22,1778590330.4470525,-1.3401184,0.0021965152,1.300093,-0.030360037,-0.8740495,0.28176245
23,1778590330.5134883,-1.3501247,-0.12520137,0.8998391,0.69508505,-2.906574,1.2681973
24,1778590330.5749462,-1.4350566,-0.22355644,1.1521943,0.9768475,-3.3001893,0.9257148
25,1778590330.6380982,-1.1490215,-0.097134784,0.7753699,1.6160061,-3.5867455,1.2175972
26,1778590330.6988182,-0.8717725,-0.17303659,1.2710502,1.6714,-3.8775625,0.9938917
27,1778590330.7622454,-0.6484601,-0.026114125,0.7739055,2.660498,-4.293016,0.9624664
28,1778590330.8225672,-0.7946504,0.05662128,0.91814333,2.369681,-4.1827607,0.60560286
29,1778590330.8838265,-0.22794947,0.12422514,0.507395,2.2706113,-3.6964676,1.5275892
30,1778590330.946497,-0.034900185,0.094206095,0.45589894,1.9398465,-4.5151234,1.3986923
31,1778590331.011442,0.2591888,0.045638707,-0.5730464,2.67914,-4.0458746,0.87511474
32,1778590331.0737722,0.82125264,0.13276714,-1.3208379,1.0221212,-1.7347832,0.1949434
33,1778590331.1363368,0.60989904,0.52033,-0.81368685,-0.7286409,-0.07882957,-0.79202414
34,1778590331.1993864,0.5183776,0.47005424,-0.3526627,-1.1132014,2.0969732,-0.22530343
35,1778590331.2662203,0.17572121,0.40952805,-0.0012202862,-1.6058862,2.7627633,-0.5400891
36,1778590331.313232,0.15619664,0.14960709,-0.007565775,-1.8647454,3.274623,-0.6556703
37,1778590331.3712761,0.22819352,0.027334413,0.73680884,-1.4913702,4.232828,-0.6673882
38,1778590331.4367387,-0.56548065,0.19939478,0.9081371,-1.7433053,4.543353,-1.2708606
39,1778590331.4989321,-1.0357789,0.03636453,1.3818521,-2.731338,4.111921,-1.7960359
40,1778590331.5610168,-0.91253006,-0.20964517,0.5920829,-2.2285333,3.5899413,-1.947836
41,1778590331.6286983,-1.3881977,-0.3031191,1.1285207,-2.3952472,4.980111,-1.3438311
42,1778590331.6699772,-1.5317032,-0.26577836,1.2937474,-2.5529063,4.785168,-1.5100124
43,1778590331.7310584,-1.6381122,-0.07687803,2.1621032,-1.9792614,3.4184337,-0.819721
44,1778590331.7940617,-1.308879,0.03294773,1.2041785,0.5587312,-0.58962387,0.29134983
45,1778590331.8556845,-1.3218141,-0.14399378,0.98818773,0.664725,-2.4213462,0.5587312
46,1778590331.9185004,-1.295944,-0.19158493,0.85127175,1.6010925,-2.7153592,0.7435546
47,1778590331.987439,-1.0599406,-0.16229807,0.7143555,1.5590146,-3.623497,0.9582054
48,1778590332.028682,-0.94620997,-0.09884319,0.77634615,1.2293152,-3.4610443,1.0695255
49,1778590332.0917182,-0.626739,-0.0019524579,0.76975656,1.7864485,-3.4722295,1.1387677
50,1778590332.1526346,-0.47981656,0.044418417,1.193928,1.5425029,-3.401922,1.0162623
51,1778590332.215066,-0.2328306,0.13325526,1.168302,1.5164039,-2.9763489,1.0508834
52,1778590332.2800937,-0.4283205,0.24820623,0.9586569,1.7662084,-4.828311,0.95234644
53,1778590332.343314,-0.15375607,0.21843125,0.27871338,1.7044232,-5.545767,0.90973586
54,1778590332.4031808,0.5254553,0.03636453,-0.5920829,2.518818,-3.3550503,1.1813782
55,1778590332.4673605,0.7185045,0.16351835,-1.2078394,0.48363006,-1.6836505,-0.20559604
56,1778590332.5317676,0.7883049,0.30604777,-0.41636166,-0.07403588,0.8671253,-0.9374327
57,1778590332.594462,0.6711574,0.39854547,-0.24186075,-0.48363006,1.442368,-0.70200926
58,1778590332.656599,0.27334413,0.37169918,-0.24112856,-1.4780544,2.453304,-0.813862
59,1778590332.7189577,0.16571487,0.34168017,0.025870068,-2.2397184,2.543319,-0.82185155
60,1778590332.7815268,-0.15766099,0.21599068,0.5994046,-2.5262747,2.8144288,-1.099353
61,1778590332.8438034,-0.35241866,0.33875147,1.1612244,-1.5355787,5.152684,-0.18322548
62,1778590332.9060154,-0.12032023,0.020012695,1.1853861,-1.4413028,4.094877,-0.47404268
63,1778590332.9696982,-1.1163179,0.24625377,1.150974,-1.5973641,3.601659,-1.0375676
64,1778590333.0320535,-0.57402265,-0.020744866,0.95597225,-1.7241305,2.6589,-0.93157375
65,1778590333.0943735,-1.0648217,-0.2277054,1.0545714,-2.1145499,3.994209,-0.90654004
66,1778590333.1566892,-0.97647303,-0.2562601,1.0535952,-2.1299963,4.368117,-0.8591358
67,1778590333.2185721,-1.1324255,-0.05735345,1.427979,-0.036751624,1.816276,0.33822146
68,1778590333.2810771,-1.4179726,-0.049787678,1.6202961,-0.45699844,-1.1174624,-0.0063915867
69,1778590333.3470733,-1.1831895,-0.17987019,1.2078394,1.24849,-2.3137543,0.58696073
70,1778590333.4047217,-1.3574464,-0.17913802,1.1002101,2.8703551,-3.025351,0.8538095
71,1778590333.4673896,-1.3176651,-0.19036464,1.0116173,2.8703551,-3.025351,0.8538095
72,1778590333.5310562,-0.7602383,-0.024405725,0.9869675,1.7832527,-4.126302,1.3113406
73,1778590333.5951977,-0.53009236,0.056133166,1.0348027,1.6239957,-3.9025962,1.351288
74,1778590333.658419,-0.44345203,0.12495731,0.7080101,1.8572886,-4.3180494,1.1222562
75,1778590333.72042,-0.23746772,0.27358818,0.51618105,1.3789848,-4.273841,0.92784536
76,1778590333.782763,0.17572121,0.29555333,0.51349646,1.1531488,-3.5638423,0.8383631
77,1778590333.844204,0.38316986,0.30751213,0.28408262,1.1968247,-4.246677,0.65247446
78,1778590333.9063604,0.7302193,0.07492557,-1.2603117,1.9899141,-3.3028524,-0.09427591
79,1778590333.9691887,0.62478656,0.33899552,-1.5563531,1.0604708,-1.5153387,-0.7094661
80,1778590334.0305662,0.59916055,0.45711923,-0.20403185,-1.0189254,1.3310479,-0.32756883
81,1778590334.0934799,0.3121492,0.4949481,-0.13569583,-0.8809737,3.2708945,-0.28655612
82,1778590334.1570902,0.15546446,0.48054874,-0.0039049159,-1.8785939,2.1443772,-0.43303
83,1778590334.2174497,0.20159128,0.17620933,0.38853914,-2.202967,3.018427,-0.20985709
84,1778590334.2799695,-0.19622204,0.27334413,0.7907455,-2.461826,3.0141659,-0.5454154
85,1778590334.3425875,-0.20012695,0.16693515,1.1150976,-1.6474315,3.4131074,-0.5592638
86,1778590334.4052448,-0.8156393,0.298482,1.3559821,-1.5121429,2.9039109,-1.2378373
87,1778590334.4682713,-0.21135357,0.064919226,1.0953289,-1.3140037,2.0165455,-0.9262474
88,1778590334.5300615,-0.545712,-0.01854835,0.69336665,-1.3912354,3.1004522,-0.72491246
89,1778590334.5922673,-0.737541,-0.087616555,0.79660285,-1.9718045,2.7744813,-0.9763149
90,1778590334.6566556,-1.2544543,-0.16498269,1.3442672,-1.5755261,4.3846283,-0.9235843
91,1778590334.7188423,-1.2605556,-0.03172744,1.3081468,-1.2341089,2.7047064,-0.62104917
92,1778590334.7798378,-1.2644606,-0.034900185,1.5007081,-0.71585774,1.0460896,-0.25566345
93,1778590334.8435717,-1.189779,-0.20281157,1.0836142,0.99762017,-2.54758,0.7259777
94,1778590334.9048076,-1.2803243,-0.2238005,1.1399914,0.99762017,-2.54758,0.7259777
95,1778590334.968132,-1.3874654,-0.002928687,1.1111927,2.1774006,-3.0626354,0.9177253
96,1778590335.0325172,-0.86884385,0.017572122,0.7897693,1.510545,-4.428837,1.0189254
97,1778590335.0930634,-0.7124031,0.030751213,1.1002101,1.448227,-3.7736993,1.3406353
98,1778590335.155441,-0.21086545,0.09322987,0.6399181,1.9776635,-3.7065878,0.98110855
99,1778590335.2178626,-0.28359452,0.18792409,0.75047606,2.2860575,-3.4562504,0.680704
100,1778590335.2797325,0.22965786,0.3487578,0.3031191,1.9206718,-2.3531692,1.1377025
101,1778590335.342461,0.3590082,0.33484653,0.08419975,1.8983012,-3.983024,1.0476876
102,1778590335.4044507,0.6291796,0.383658,-0.05051985,1.7768611,-2.431466,0.7057377
103,1778590335.4670737,0.75340474,0.10909359,-1.427979,0.89322424,-0.65673554,-0.28549087
104,1778590335.528688,0.5464442,0.5193538,-0.6726217,-1.0812434,1.0562097,-0.64075655
105,1778590335.5917065,0.5091034,0.58427304,-0.29140437,-1.3001553,1.4397049,-0.29880667
106,1778590335.657111,0.42954078,0.4729829,-0.078830495,-1.6623452,2.0229373,-0.40266997
107,1778590335.7180543,0.42587993,0.3912238,-0.008542004,-1.6836505,2.4469125,-0.35899413
108,1778590335.7817497,0.4634647,0.31898284,0.36852646,-1.3907027,3.0535805,-0.3392867
109,1778590335.8434806,-0.06296677,0.3572998,0.6033095,-1.5329156,2.9465215,-0.6423545
110,1778590335.9064486,-0.20964517,0.15107143,0.80246025,-2.3659523,3.0679617,-0.7222493
111,1778590335.9703596,-0.4842096,0.17816179,0.97476465,-3.0663638,1.9164108,-0.68869346
112,1778590336.031762,-0.72118914,0.21208574,1.3052181,-3.0663638,1.9164108,-0.68869346
113,1778590336.094842,-0.17132819,0.0019524579,0.75291663,-0.8000136,1.9563582,-0.2412824
114,1778590336.1565678,-0.59867245,-0.08419975,0.9098454,-1.4045511,2.4543693,-0.5837649
115,1778590336.2203615,-0.7319277,-0.1381364,0.9723241,-1.3747238,2.9422605,-0.40959418
116,1778590336.2804794,-0.73778504,-0.14252943,1.4809394,-0.99282646,2.9971216,0.013315806
117,1778590336.344761,-0.71777236,-0.14252943,1.8643533,-0.33609092,0.21145499,-0.14061491
118,1778590336.4067025,-0.82808626,-0.08542004,1.5163277,0.61891866,-0.89162636,-0.06764429
119,1778590336.468979,-0.87396896,-0.18109047,1.3420708,1.5259913,-2.5651567,0.002130529
120,1778590336.5303998,-0.9796458,-0.12178457,1.4560456,2.078331,-2.0527647,0.21837921
121,1778590336.595462,-0.7294871,0.016595893,1.3100992,1.7789917,-2.9699574,0.8452873
122,1778590336.6588545,-0.54937285,0.056377225,0.9647583,1.4823155,-3.794472,0.92305166
123,1778590336.718573,-0.1849954,0.011714748,0.8993509,1.6160061,-3.9292278,0.9139969
124,1778590336.7805178,-0.14130914,0.1483868,0.44149956,1.9776635,-3.9180427,0.59761333
125,1778590336.8437357,0.09640261,0.19402552,0.4046469,1.5446335,-3.84667,0.6327671
126,1778590336.9061754,0.28969595,0.3824377,0.35412705,1.6117451,-3.0439932,0.66365975
127,1778590336.9664037,0.4075756,0.5462001,0.24405725,1.9238676,-2.4884577,0.48203218
128,1778590337.0284927,0.3360668,0.6543175,-0.010494461,0.22050974,-3.2320123,0.8671253
